MMSI,Message_ID,Repeat_indicator,Time,Millisecond,Region,Country,Base_station,Online_data,Group_code,Sequence_ID,Channel,Data_length,Vessel_Name,Call_sign,IMO,Ship_Type,Dimension_to_Bow,Dimension_to_stern,Dimension_to_port,Dimension_to_starboard,Draught,Destination,AIS_version,Navigational_status,ROT,SOG,Accuracy,Longitude,Latitude,COG,Heading,Regional,Maneuver,RAIM_flag,Communication_flag,Communication_state,UTC_year,UTC_month,UTC_day,UTC_hour,UTC_minute,UTC_second,Fixing_device,Transmission_control,ETA_month,ETA_day,ETA_hour,ETA_minute,Sequence,Destination_ID,Retransmit_flag,Country_code,Functional_ID,Data,Destination_ID_1,Sequence_1,Destination_ID_2,Sequence_2,Destination_ID_3,Sequence_3,Destination_ID_4,Sequence_4,Altitude,Altitude_sensor,Data_terminal,Mode,Safety_text,Non-standard_bits,Name_extension,Name_extension_padding,Message_ID_1_1,Offset_1_1,Message_ID_1_2,Offset_1_2,Message_ID_2_1,Offset_2_1,Destination_ID_A,Offset_A,Increment_A,Destination_ID_B,offsetB,incrementB,data_msg_type,station_ID,Z_count,num_data_words,health,unit_flag,display,DSC,band,msg22,offset1,num_slots1,timeout1,Increment_1,Offset_2,Number_slots_2,Timeout_2,Increment_2,Offset_3,Number_slots_3,Timeout_3,Increment_3,Offset_4,Number_slots_4,Timeout_4,Increment_4,ATON_type,ATON_name,off_position,ATON_status,Virtual_ATON,Channel_A,Channel_B,Tx_Rx_mode,Power,Message_indicator,Channel_A_bandwidth,Channel_B_bandwidth,Transzone_size,Longitude_1,Latitude_1,Longitude_2,Latitude_2,Station_Type,Report_Interval,Quiet_Time,Part_Number,Vendor_ID,Mother_ship_MMSI,Destination_indicator,Binary_flag,GNSS_status,spare,spare2,spare3,spare4
"548791000","1","0","20130825_041208","43","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","-10.0","9.0","0","-45.23715","36.8218833333","275.8","275.0","","0","1","","98302","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041218","338","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","-6.42820152001","10.1","0","-63.8823333333","35.5735","58.0","58.0","","0","0","","18480","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041227","296","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","10.0","9.1","0","-45.2381416667","36.8219633333","275.3","274.0","","0","1","","18480","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"477852400","1","0","20130825_041228","46","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","8","0.0","15.4","1","-68.6490866667","31.8136233333","60.9","52.0","","0","0","","66594","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","0","20130825_041231","515","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","0.0","23.1","1","-25.013755","38.23608","273.5","275.0","","0","0","","18480","","","","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"232450000","1","0","20130825_041233","381","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","0.0","15.0","1","-75.0041783333","30.5090066667","15.5","16.0","","0","0","","81920","","","","","","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","0","20130825_041239","355","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","0.0","23.1","1","-25.0147","38.2361383333","274.0","275.0","","0","0","","99786","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041240","98","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","-7.54420872835","10.2","0","-63.8811666667","35.574","59.0","58.0","","0","0","","49152","","","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041247","883","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","0.0","9.0","0","-45.239225","36.8220516667","275.7","275.0","","0","1","","18480","","","","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041847","236","1","316","316000002","1AIS_S","None","","B","[28]","","","","","","","","","","","","0","-10.0","9.0","0","-45.2580116667","36.8236466667","276.1","274.0","","0","1","","34566","","","","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"356565000","1","0","20130825_041112","156","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","-10.0","9.3","1","-79.6601833333","32.6466666667","83.0","77.0","","0","0","","49188","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","0","20130825_041117","648","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","23.0","1","-25.0037716667","38.235575","273.8","274.0","","0","0","","49157","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"370803000","1","0","20130825_041124","551","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","12.6","1","-40.4522166667","44.7667833333","257.0","257.0","","0","0","","18476","","","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041128","951","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","-2.85697845334","10.2","0","-63.8848333333","35.5721666667","58.0","58.0","","0","0","","66628","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","1","0","20130825_041134","45","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.1","0","-40.1537333333","44.7109","256.0","260.0","","0","0","","81921","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","0","20130825_041137","701","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","23.0","1","-25.006465","38.2356916667","273.1","274.0","","0","0","","49157","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"370803000","1","0","20130825_041144","658","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","12.6","1","-40.4539","44.7665166667","257.0","258.0","","0","0","","99985","","","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"372897000","1","0","20130825_041153","993","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.3","1","-70.3315333333","38.28785","70.0","70.0","","0","0","","81924","","","","","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","1","0","20130825_041154","125","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.1","0","-40.15515","44.7106666667","257.0","260.0","","0","0","","100340","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041157","163","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","9.1","0","-45.2365816667","36.82183","275.5","275.0","","0","1","","67686","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041209","565","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","2.18737412834","10.1","0","-63.8826666667","35.5733333333","58.0","58.0","","0","0","","81920","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"356565000","1","0","20130825_041212","156","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","10.1","1","-79.657","32.6472333333","77.0","75.0","","0","0","","33230","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"372897000","1","0","20130825_041214","393","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.3","1","-70.3302333333","38.2882166667","69.0","70.0","","0","0","","49156","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","0","20130825_041229","569","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","23.0","1","-25.0134816667","38.2360666667","273.7","275.0","","0","0","","2246","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","0","20130825_041237","702","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","23.0","1","-25.0145633333","38.2361333333","274.4","275.0","","0","0","","34188","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041749","233","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","1.11600720834","10.2","0","-63.866","35.5816666667","59.0","58.0","","0","0","","34641","","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041807","847","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","3.61586335501","10.2","0","-63.865","35.5821666667","59.0","58.0","","0","0","","98625","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"477852400","1","0","20130825_041809","846","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","8","0.0","15.5","1","-68.6239266667","31.8256616667","60.1","51.0","","0","0","","81922","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"232450000","1","0","20130825_041827","821","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","15.0","1","-74.9966433333","30.5328266667","14.8","15.0","","0","0","","2232","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041828","621","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","-2.85697845334","10.2","0","-63.864","35.5826666667","59.0","58.0","","0","0","","81920","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"372897000","1","0","20130825_041833","796","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.1","1","-70.30655","38.29515","70.0","71.0","","0","0","","2256","","","","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"232450000","1","0","20130825_041851","608","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","15.0","1","-74.9961566667","30.534435","15.0","16.0","","0","0","","18504","","","","","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041907","848","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","7.54420872835","10.2","0","-63.862","35.5836666667","58.0","58.0","","0","0","","81920","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"477852400","1","0","20130825_041909","848","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","8","0.0","15.5","1","-68.6195416667","31.8277883333","60.8","52.0","","0","0","","65932","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","1","0","20130825_041253","739","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.1","0","-40.1596166667","44.70995","257.0","260.0","","0","0","","81921","","","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"370803000","1","0","20130825_041303","339","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","12.7","1","-40.4602833333","44.7655833333","258.0","259.0","","0","0","","32914","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","1","20130825_041313","155","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","23.0","1","-25.0192916667","38.2364366667","275.0","275.0","","0","0","","18484","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","1","0","20130825_041313","686","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.2","0","-40.16105","44.7097333333","257.0","259.0","","0","0","","2277","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041316","57","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","10.0","9.0","0","-45.2406816667","36.8221616667","275.1","275.0","","0","1","","66159","","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041328","564","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","-10.044064875","10.2","0","-63.8788333333","35.5753333333","58.0","58.0","","0","0","","33860","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","1","0","20130825_041333","660","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.2","0","-40.1624666667","44.7094833333","257.0","259.0","","0","0","","49153","","","","","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"477852400","1","0","20130825_041333","845","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","8","0.0","15.5","1","-68.64413","31.815965","60.7","52.0","","0","0","","49154","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041337","604","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","9.1","0","-45.2418266667","36.82225","276.1","274.0","","0","1","","98302","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"370803000","1","0","20130825_041344","273","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","12.7","1","-40.4636","44.7651333333","259.0","259.0","","0","0","","67217","","","","","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041348","271","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","11.4279138134","10.2","0","-63.8778333333","35.5756666667","59.0","58.0","","0","0","","2292","","","","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","1","0","20130825_041353","740","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.3","0","-40.1639","44.70925","256.0","259.0","","0","0","","67572","","","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","5","0","20130825_041355","287","1","316","316000002","1AIS_S","None","1","A","[56, 15]","CLIPPER LANCER      ","C6VS2  ","9363182","82","59","59","10","9","76","JACKSONVILLE","0","","","","","","","","","","","","","","","","","","","","1","","9","1","12","0","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041356","777","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","9.1","0","-45.24282","36.8223266667","275.9","274.0","","0","1","","34918","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","1","20130825_041357","263","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","23.0","1","-25.0252233333","38.236855","275.0","275.0","","0","0","","81927","","","","","","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"370803000","1","0","20130825_041403","341","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","12.7","1","-40.4650666667","44.76495","259.0","259.0","","0","0","","18488","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041409","178","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","10.044064875","10.2","0","-63.8768333333","35.5761666667","59.0","58.0","","0","0","","49152","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"370803000","1","0","20130825_041423","368","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","12.7","1","-40.4667833333","44.7647333333","259.0","258.0","","0","0","","49153","","","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041428","565","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","10.044064875","10.2","0","-63.876","35.5766666667","59.0","58.0","","0","0","","18488","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"338071000","1","0","20130825_041429","77","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","23.1","1","-25.02968","38.2371233333","273.8","274.0","","0","0","","49159","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041629","6","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","-6.42820152001","10.2","0","-63.8698333333","35.5796666667","58.0","58.0","","0","0","","114688","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","1","0","20130825_041633","890","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.2","0","-40.1749833333","44.7074333333","256.0","259.0","","0","0","","2276","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041637","833","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","-10.0","9.1","0","-45.25127","36.823035","277.0","275.0","","0","1","","34199","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041649","619","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","1.11600720834","10.1","0","-63.8688333333","35.5801666667","58.0","58.0","","0","0","","49152","","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"372897000","1","0","20130825_041653","835","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.1","1","-70.3128333333","38.29335","70.0","71.0","","0","0","","2251","","","","","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"548791000","1","0","20130825_041656","820","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","9.1","0","-45.252255","36.823135","276.9","275.0","","0","1","","131070","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"240730000","1","0","20130825_041709","406","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","-3.61586335501","10.2","0","-63.8678333333","35.5806666667","58.0","58.0","","0","0","","2206","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"232450000","1","0","20130825_041728","207","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","15.0","1","-74.99792","30.52877","15.3","15.0","","0","0","","18500","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"477852400","1","0","20130825_041733","433","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","8","0.0","15.4","1","-68.6266166667","31.8243316667","60.3","51.0","","0","0","","81922","","","","","","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"308164000","1","0","20130825_040933","430","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","0","0.0","11.0","0","-40.14555","44.7123333333","255.0","258.0","","0","0","","114689","","","","","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
"477852400","1","0","20130825_040933","862","1","316","316000002","1AIS_S","None","","A","[28]","","","","","","","","","","","","8","0.0","15.5","1","-68.6617483333","31.807485","60.1","51.0","","0","0","","2241","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","",""
