1
"[57.663465, 8.127292, 10.6, 85.5]"
"[57.617667, 9.78919, 11.7, 65.8]"
"[57.483112, 9.11101, 11.3, 64.4]"
"[57.743267, 9.511567, 14.2, 77.0]"
"[57.492713, 9.202347, 14.1, 63.4]"
"[57.794535, 9.621698, 13.1, 76.0]"
"[57.4829, 8.847217, 14.4, 60.0]"
"[57.483188, 9.111267, 11.3, 63.3]"
"[57.43224, 8.712723, 11.3, 51.3]"
"[57.392635, 8.675302, 12.5, 64.6]"
"[57.640468, 9.529907, 11.8, 66.8]"
"[57.663495, 8.127927, 10.6, 83.8]"
"[57.439533, 8.499367, 13.7, 59.1]"
"[57.74335, 9.512283, 14.2, 77.0]"
"[57.663502, 8.12802, 10.6, 83.8]"
"[57.686722, 8.266165, 12.6, 83.3]"
"[57.492887, 9.203, 14.2, 63.9]"
"[57.48328, 9.111612, 11.3, 63.1]"
"[57.740737, 9.256428, 13.3, 87.7]"
"[57.483183, 8.848067, 14.4, 59.0]"
"[57.47309, 9.324618, 11.3, 57.2]"
"[57.43256, 8.713498, 11.3, 52.3]"
"[57.617877, 9.790123, 11.7, 63.5]"
"[57.794687, 9.622803, 13.1, 75.7]"
"[57.66349, 8.128483, 10.6, 87.6]"
"[57.743433, 9.513, 14.2, 77.0]"
"[57.49309, 9.203763, 14.2, 63.1]"
"[57.483443, 9.112223, 11.3, 63.5]"
"[57.663508, 8.128657, 10.5, 85.5]"
"[57.483383, 8.8487, 14.3, 60.0]"
"[57.640655, 9.530743, 11.8, 66.7]"
"[57.686755, 8.267028, 12.7, 84.7]"
"[57.439817, 8.5003, 13.6, 59.4]"
"[57.392943, 8.676322, 12.5, 63.9]"
"[57.483443, 9.112223, 11.3, 63.5]"
"[57.483443, 9.112223, 11.3, 63.5]"
"[57.456953, 8.887665, 13.7, 51.7]"
"[57.740763, 9.25747, 13.3, 86.8]"
"[57.473353, 9.32544, 11.1, 60.3]"
"[57.618037, 9.790867, 12.0, 68.4]"
"[57.663523, 8.129112, 10.5, 85.7]"
"[57.74355, 9.51385, 14.2, 76.0]"
"[57.432878, 8.714273, 11.3, 52.1]"
"[57.493265, 9.204417, 14.1, 63.1]"
"[57.483567, 8.849367, 14.4, 60.0]"
"[57.483583, 9.112742, 11.3, 63.5]"
"[57.663538, 8.129297, 10.6, 84.6]"
"[57.483648, 9.11301, 11.3, 64.3]"
"[57.393168, 8.677068, 12.3, 59.1]"
"[57.743633, 9.514567, 14.2, 76.0]"
"[57.640868, 9.531672, 11.7, 67.4]"
"[57.440167, 8.501367, 13.6, 59.1]"
"[57.686827, 8.268332, 12.6, 85.6]"
"[57.493445, 9.205062, 14.1, 62.9]"
"[57.483767, 8.850017, 14.4, 60.0]"
"[57.45735, 8.888597, 13.8, 52.2]"
"[57.794493, 9.152793, 10.1, 81.0]"
"[57.48375, 9.113352, 11.3, 63.1]"
"[57.740788, 9.25862, 13.3, 87.2]"
"[57.663528, 8.129832, 10.5, 88.1]"
"[57.473605, 9.326158, 11.2, 58.7]"
"[57.618295, 9.791985, 11.8, 68.7]"
"[57.43321, 8.715058, 11.4, 51.1]"
"[57.743717, 9.515283, 14.2, 76.0]"
"[57.493585, 9.205603, 14.1, 64.4]"
"[57.719085, 8.599597, 5.3, 84.7]"
"[57.483967, 8.850633, 14.3, 60.0]"
"[57.794977, 9.625138, 13.2, 76.9]"
"[57.618295, 9.791985, 11.8, 68.7]"
"[57.663545, 8.130472, 10.5, 88.8]"
"[57.483912, 9.113963, 11.3, 63.7]"
"[57.393457, 8.678115, 12.3, 60.8]"
"[57.4405, 8.502417, 13.7, 59.6]"
"[57.457755, 8.889535, 13.8, 51.5]"
"[57.641122, 9.532792, 11.8, 66.8]"
"[57.686887, 8.269432, 12.7, 84.7]"
"[57.740815, 9.259763, 13.3, 87.4]"
"[57.743817, 9.516, 14.2, 76.0]"
"[57.794567, 9.15375, 10.2, 80.5]"
"[57.493783, 9.206368, 14.2, 63.8]"
"[57.484133, 8.851183, 14.4, 60.0]"
"[57.43349, 8.715705, 11.4, 52.3]"
"[57.473898, 9.32706, 11.2, 54.2]"
"[57.618485, 9.792827, 11.8, 64.9]"
"[57.663555, 8.130915, 10.4, 88.0]"
"[57.663562, 8.131097, 10.4, 87.7]"
"[57.719115, 8.600025, 5.1, 84.8]"
"[57.79512, 9.62614, 13.2, 75.8]"
"[57.743917, 9.516717, 14.2, 76.0]"
"[57.493933, 9.206905, 14.1, 62.4]"
"[57.484333, 8.851833, 14.4, 60.0]"
"[57.484152, 9.114827, 11.3, 62.7]"
"[57.393725, 8.67904, 12.3, 62.7]"
"[57.4408, 8.503317, 13.6, 59.3]"
"[57.64131, 9.533632, 11.7, 67.6]"
"[57.458088, 8.890413, 13.7, 56.6]"
"[57.66357, 8.131545, 10.4, 88.4]"
"[57.740842, 9.260913, 13.3, 86.2]"
"[57.686953, 8.270612, 12.6, 84.2]"
"[57.458088, 8.890413, 13.7, 56.6]"
"[57.794632, 9.154622, 10.2, 81.0]"
"[57.47412, 9.327812, 11.2, 60.6]"
"[57.663562, 8.131722, 10.4, 90.1]"
"[57.744, 9.517417, 14.2, 76.0]"
"[57.433873, 8.71664, 11.4, 52.6]"
"[57.494132, 9.207663, 14.1, 64.4]"
"[57.618692, 9.793762, 11.6, 64.5]"
"[57.484533, 8.85245, 14.3, 60.0]"
"[57.484275, 9.11537, 11.3, 65.0]"
"[57.719142, 8.600468, 5.1, 84.0]"
"[57.79529, 9.627362, 13.3, 74.6]"
"[57.484355, 9.115623, 11.3, 63.0]"
"[57.663598, 8.132268, 10.5, 85.7]"
"[57.394007, 8.679958, 12.2, 60.2]"
"[57.7441, 9.518133, 14.2, 75.0]"
"[57.494277, 9.208208, 14.2, 63.7]"
"[57.4411, 8.5043, 13.7, 59.0]"
"[57.458468, 8.891345, 13.8, 52.3]"
"[57.64152, 9.534567, 11.8, 67.5]"
"[57.48475, 8.853217, 14.3, 60.0]"
"[57.740878, 9.26207, 13.3, 86.7]"
"[57.48445, 9.115963, 11.3, 62.4]"
"[57.794687, 9.155407, 10.2, 82.7]"
"[57.663588, 8.132712, 10.4, 88.5]"
"[57.474423, 9.328702, 11.2, 63.2]"
"[57.434175, 8.717402, 11.4, 52.6]"
"[57.618928, 9.794782, 11.9, 65.7]"
"[57.7442, 9.51885, 14.2, 76.0]"
"[57.494452, 9.208858, 14.1, 62.9]"
"[57.795403, 9.628363, 13.2, 76.8]"
"[57.484933, 8.853733, 14.4, 59.0]"
"[57.48457, 9.116503, 11.3, 65.7]"
"[57.394237, 8.680802, 12.3, 60.4]"
"[57.64173, 9.535503, 11.8, 67.8]"
"[57.458892, 8.89237, 13.6, 53.5]"
"[57.794743, 9.156192, 10.1, 83.4]"
"[57.66364, 8.133338, 10.4, 85.2]"
"[57.4415, 8.505517, 13.7, 58.7]"
"[57.744283, 9.519567, 14.2, 75.0]"
"[57.663635, 8.13343, 10.4, 85.2]"
"[57.687093, 8.272663, 12.6, 82.5]"
"[57.494625, 9.20951, 14.1, 64.0]"
"[57.740908, 9.263328, 13.3, 87.5]"
"[57.485117, 8.854383, 14.3, 60.0]"
"[57.474705, 9.329502, 11.2, 57.2]"
"[57.434483, 8.718168, 11.4, 52.0]"
"[57.61915, 9.795703, 11.8, 67.9]"
"[57.795578, 9.629455, 13.2, 75.1]"
"[57.744383, 9.520283, 14.2, 75.0]"
"[57.494797, 9.210163, 14.1, 63.9]"
"[57.48482, 9.117462, 11.2, 65.5]"
"[57.663662, 8.13405, 10.3, 86.1]"
"[57.485317, 8.855017, 14.3, 59.0]"
"[57.641945, 9.536458, 11.8, 68.0]"
"[57.68712, 8.273628, 12.6, 85.6]"
"[57.441783, 8.5064, 13.6, 58.7]"
"[57.39456, 8.681923, 12.3, 63.1]"
"[57.744383, 9.520283, 14.2, 75.0]"
"[57.459268, 8.893333, 13.9, 50.8]"
"[57.740937, 9.264368, 13.3, 87.3]"
"[57.474965, 9.330328, 11.2, 56.5]"
"[57.61934, 9.796532, 11.6, 64.7]"
"[57.744483, 9.521, 14.2, 75.0]"
"[57.434817, 8.718947, 11.4, 52.0]"
"[57.494998, 9.210928, 14.2, 63.8]"
"[57.485517, 8.855667, 14.3, 60.0]"
"[57.663667, 8.13467, 10.3, 87.6]"
"[57.795757, 9.63078, 13.2, 74.8]"
"[57.48504, 9.11823, 11.2, 63.5]"
"[57.744583, 9.5217, 14.2, 75.0]"
"[57.642137, 9.537303, 11.8, 67.5]"
"[57.39482, 8.682742, 12.3, 62.3]"
"[57.495145, 9.211473, 14.2, 63.1]"
"[57.459603, 8.894183, 13.6, 52.6]"
"[57.442117, 8.507417, 13.7, 58.6]"
"[57.485717, 8.8563, 14.3, 60.0]"
"[57.79487, 9.158038, 10.3, 82.5]"
"[57.740968, 9.26552, 13.3, 86.5]"
"[57.47521, 9.331063, 11.2, 59.8]"
"[57.619563, 9.797557, 11.7, 65.0]"
"[57.435175, 8.719803, 11.4, 51.9]"
"[57.485197, 9.118843, 11.2, 64.4]"
"[57.744667, 9.5223, 14.2, 75.0]"
"[57.495323, 9.212123, 14.1, 63.0]"
"[57.4859, 8.856933, 14.3, 60.0]"
"[57.442117, 8.507417, 13.7, 58.6]"
"[57.795902, 9.631867, 13.1, 75.9]"
"[57.663677, 8.135828, 10.3, 88.5]"
"[57.485303, 9.119172, 11.2, 61.6]"
"[57.395132, 8.683753, 12.2, 57.5]"
"[57.442467, 8.50845, 13.7, 59.1]"
"[57.460035, 8.895207, 13.6, 53.0]"
"[57.642382, 9.538432, 11.8, 68.0]"
"[57.740992, 9.266658, 13.3, 87.3]"
"[57.744783, 9.523133, 14.2, 75.0]"
"[57.687208, 8.275915, 12.6, 85.0]"
"[57.485365, 9.119428, 11.1, 63.2]"
"[57.495498, 9.212768, 14.0, 63.5]"
"[57.486067, 8.857467, 14.3, 59.0]"
"[57.435437, 8.720425, 11.5, 52.2]"
"[57.475512, 9.331955, 11.3, 56.2]"
"[57.61975, 9.798397, 11.7, 67.7]"
"[57.79487, 9.158038, 10.3, 82.5]"
"[57.663677, 8.136457, 10.3, 89.6]"
"[57.796048, 9.63285, 13.1, 74.7]"
"[57.744867, 9.523717, 14.2, 75.0]"
"[57.495672, 9.213422, 14.2, 64.0]"
"[57.485527, 9.120038, 11.2, 62.7]"
"[57.486267, 8.858117, 14.3, 60.0]"
"[57.442767, 8.509383, 13.7, 59.3]"
"[57.642565, 9.539273, 11.8, 68.4]"
"[57.460383, 8.896058, 13.9, 55.1]"
"[57.395385, 8.684695, 12.3, 60.5]"
"[57.663685, 8.136902, 10.3, 88.4]"
"[57.741028, 9.267928, 13.3, 87.2]"
"[57.68726, 8.27698, 12.6, 86.5]"
"[57.795003, 9.15988, 10.2, 81.3]"
"[57.475742, 9.332708, 11.2, 58.5]"
"[57.460502, 8.896343, 13.8, 50.7]"
"[57.663702, 8.137083, 10.3, 86.6]"
"[57.435757, 8.721202, 11.5, 52.6]"
"[57.495818, 9.213967, 14.1, 62.8]"
"[57.744967, 9.52455, 14.2, 75.0]"
"[57.619965, 9.799317, 11.9, 67.6]"
"[57.48645, 8.85875, 14.3, 60.0]"
"[57.485662, 9.12055, 11.1, 64.1]"
"[57.663693, 8.137447, 10.4, 89.3]"
"[57.79619, 9.634067, 13.1, 76.4]"
"[57.485718, 9.12082, 11.2, 65.6]"
"[57.663693, 8.137622, 10.3, 89.4]"
"[57.460775, 8.896988, 13.7, 51.3]"
"[57.395628, 8.685528, 12.3, 63.9]"
"[57.745083, 9.525267, 14.2, 75.0]"
"[57.496047, 9.214825, 14.1, 63.2]"
"[57.4431, 8.5104, 13.7, 59.1]"
"[57.460775, 8.896988, 13.7, 51.3]"
"[57.795058, 9.160578, 10.2, 82.9]"
"[57.642787, 9.540303, 11.8, 68.5]"
"[57.486717, 8.859617, 14.3, 60.0]"
"[57.741047, 9.268963, 13.3, 86.7]"
"[57.687308, 8.278178, 12.6, 86.0]"
"[57.485825, 9.121155, 11.2, 63.5]"
"[57.476018, 9.333522, 11.2, 60.7]"
"[57.663748, 8.13806, 10.3, 82.9]"
"[57.436112, 8.722063, 11.5, 52.0]"
"[57.460927, 8.897365, 13.7, 54.7]"
"[57.74515, 9.525867, 14.2, 75.0]"
"[57.620198, 9.800337, 11.6, 71.1]"
"[57.66375, 8.13824, 10.3, 83.2]"
"[57.496208, 9.21547, 14.1, 63.4]"
"[57.796315, 9.63494, 13.1, 75.9]"
"[57.719177, 8.603543, 5.1, 91.9]"
"[57.4869, 8.86025, 14.3, 60.0]"
"[57.485953, 9.121673, 11.1, 64.0]"
"[57.395925, 8.686443, 12.2, 59.7]"
"[57.642965, 9.541135, 11.8, 68.1]"
"[57.443467, 8.511517, 13.7, 58.8]"
"[57.795128, 9.161453, 10.2, 82.2]"
"[57.461195, 8.898035, 13.9, 52.4]"
"[57.663773, 8.138675, 10.2, 83.8]"
"[57.745267, 9.526583, 14.2, 75.0]"
"[57.663783, 8.138758, 10.2, 83.8]"
"[57.687343, 8.279265, 12.6, 87.0]"
"[57.496373, 9.216118, 14.1, 63.7]"
"[57.741075, 9.27012, 13.3, 87.3]"
"[57.4871, 8.8609, 14.3, 60.0]"
"[57.476325, 9.334418, 11.3, 56.6]"
"[57.43644, 8.722852, 11.5, 52.1]"
"[57.71917, 8.603902, 5.1, 91.6]"
"[57.620405, 9.801267, 11.6, 66.1]"
"[57.486127, 9.122273, 11.2, 62.8]"
"[57.796458, 9.636053, 13.2, 76.1]"
"[57.461433, 8.898593, 13.6, 53.8]"
"[57.663808, 8.139198, 10.2, 83.7]"
"[57.745383, 9.527433, 14.2, 75.0]"
"[57.496545, 9.216772, 14.2, 63.6]"
"[57.486215, 9.12262, 11.2, 62.8]"
"[57.663812, 8.139373, 10.2, 84.7]"
"[57.4873, 8.861533, 14.3, 60.0]"
"[57.643168, 9.542068, 11.8, 68.0]"
"[57.443817, 8.51255, 13.7, 59.0]"
"[57.687412, 8.280128, 12.6, 84.6]"
"[57.39622, 8.687462, 12.3, 59.8]"
"[57.461585, 8.898963, 13.5, 53.1]"
"[57.486277, 9.122885, 11.2, 64.5]"
"[57.741113, 9.271267, 13.3, 86.8]"
"[57.476583, 9.335253, 11.3, 56.5]"
"[57.663823, 8.139713, 10.1, 85.9]"
"[57.461658, 8.899153, 13.9, 56.3]"
"[57.62059, 9.802107, 11.9, 65.1]"
"[57.745483, 9.528133, 14.2, 75.0]"
"[57.436772, 8.723645, 11.6, 51.9]"
"[57.49672, 9.217422, 14.1, 62.7]"
"[57.4875, 8.862167, 14.3, 60.0]"
"[57.663828, 8.139967, 10.0, 86.4]"
"[57.796632, 9.637375, 13.2, 76.7]"
"[57.486428, 9.123395, 11.2, 62.6]"
"[57.461883, 8.89974, 14.0, 49.9]"
"[57.74555, 9.528733, 14.2, 75.0]"
"[57.396453, 8.688297, 12.4, 63.1]"
"[57.496898, 9.218065, 14.1, 62.9]"
"[57.461925, 8.899833, 14.0, 49.9]"
"[57.44415, 8.513567, 13.8, 58.7]"
"[57.643392, 9.5431, 11.8, 68.1]"
"[57.48765, 8.8627, 14.3, 60.0]"
"[57.795268, 9.163295, 10.3, 81.7]"
"[57.741155, 9.272427, 13.3, 86.0]"
"[57.476827, 9.336, 11.4, 62.6]"
"[57.437097, 8.724432, 11.5, 52.8]"
"[57.620822, 9.803125, 11.6, 65.4]"
"[57.462125, 8.900297, 13.6, 51.9]"
"[57.745667, 9.529567, 14.2, 75.0]"
"[57.497068, 9.218717, 14.1, 64.2]"
"[57.48785, 8.863333, 14.3, 59.0]"
"[57.663855, 8.140927, 10.0, 86.7]"
"[57.796793, 9.638472, 13.1, 75.4]"
"[57.663843, 8.141095, 10.0, 89.5]"
"[57.486678, 9.124347, 11.2, 63.7]"
"[57.396778, 8.689323, 12.4, 62.4]"
"[57.444467, 8.514567, 13.7, 59.1]"
"[57.462352, 8.900862, 13.7, 53.6]"
"[57.643597, 9.544038, 11.8, 67.8]"
"[57.741167, 9.273455, 13.3, 87.2]"
"[57.745767, 9.530167, 14.2, 75.0]"
"[57.687528, 8.282498, 12.6, 83.7]"
"[57.795333, 9.164177, 10.3, 82.5]"
"[57.497242, 9.219367, 14.1, 62.7]"
"[57.488083, 8.864083, 14.3, 60.0]"
"[57.663878, 8.141442, 10.0, 84.6]"
"[57.477135, 9.336895, 11.3, 59.3]"
"[57.437412, 8.725215, 11.5, 52.8]"
